,Id,LotArea,YearBuilt,YearRemodAdd,LotFrontage,Utilities,OverallQual,OverallCond,ExterQual,ExterCond,MoSold,YrSold,MiscVal
355,356,11249,1995,1995,105.0,AllPub,6,5,Gd,Gd,8,2007,0
356,357,9248,1992,1992,,AllPub,6,6,TA,TA,7,2009,0
357,358,4224,1976,1976,44.0,AllPub,5,5,TA,TA,8,2007,0
358,359,6930,1958,1958,92.0,AllPub,5,4,TA,TA,7,2006,0
359,360,12011,1998,1998,78.0,AllPub,8,5,Gd,TA,6,2006,0
360,361,7540,1978,1978,,AllPub,6,6,TA,TA,6,2007,0
361,362,9144,1940,1982,,AllPub,5,5,TA,TA,7,2008,0
362,363,7301,2003,2003,64.0,AllPub,7,5,Gd,TA,7,2009,0
363,364,1680,1972,2007,21.0,AllPub,6,8,TA,TA,5,2009,0
364,365,18800,1976,1976,,AllPub,6,5,TA,TA,7,2006,0
365,366,10690,1920,1997,59.0,AllPub,5,7,TA,Gd,7,2009,0
366,367,9500,1963,1963,,AllPub,6,5,TA,TA,7,2009,0
367,368,9150,1962,1962,101.0,AllPub,6,5,TA,TA,12,2008,0
368,369,7800,1954,1954,78.0,AllPub,5,6,TA,TA,3,2010,0
369,370,9830,1959,2006,,AllPub,5,7,TA,Gd,3,2010,0
370,371,8121,2000,2000,,AllPub,6,5,TA,TA,1,2006,0
371,372,17120,1959,1959,80.0,AllPub,4,4,TA,TA,7,2008,0
372,373,7175,1984,1984,50.0,AllPub,6,5,TA,TA,2,2010,0
373,374,10634,1953,1953,79.0,AllPub,5,6,TA,TA,11,2009,0
374,375,8200,2003,2004,65.0,AllPub,7,5,Gd,TA,7,2007,0
375,376,10020,1922,1950,,AllPub,1,1,Fa,Fa,3,2009,0
376,377,8846,1996,1996,57.0,AllPub,5,5,Gd,TA,7,2006,0
377,378,11143,2004,2005,102.0,AllPub,8,5,Gd,TA,12,2007,0
378,379,11394,2010,2010,88.0,AllPub,9,2,Gd,TA,6,2010,0
379,380,8123,2000,2000,60.0,AllPub,6,5,TA,TA,6,2009,0
380,381,5000,1924,1950,50.0,AllPub,5,6,TA,TA,5,2010,0
381,382,7200,2006,2006,60.0,AllPub,7,5,Gd,TA,8,2006,0
382,383,9245,2006,2006,79.0,AllPub,7,5,Gd,TA,4,2007,0
383,384,9000,1928,1950,60.0,AllPub,6,3,TA,TA,10,2009,0
384,385,53107,1992,1992,,AllPub,6,5,Gd,TA,6,2007,0
385,386,3182,2004,2005,43.0,AllPub,8,5,Gd,TA,4,2010,0
386,387,8410,1910,1996,58.0,AllPub,5,3,TA,Fa,5,2006,0
387,388,7200,1976,1976,72.0,AllPub,6,6,TA,TA,10,2009,0
388,389,9382,1999,2000,93.0,AllPub,7,5,Gd,TA,7,2008,0
389,390,12474,2007,2008,96.0,AllPub,10,5,Ex,TA,8,2008,0
390,391,8405,1900,1950,50.0,AllPub,5,8,TA,TA,4,2008,0
391,392,12209,2001,2002,71.0,AllPub,6,5,TA,TA,6,2009,0
392,393,8339,1959,1959,,AllPub,5,7,TA,TA,7,2007,1200
393,394,7446,1941,1950,,AllPub,4,5,TA,TA,4,2006,0
394,395,10134,1940,1950,60.0,AllPub,5,6,TA,TA,7,2007,0
395,396,9571,1956,1956,68.0,AllPub,5,6,TA,TA,6,2010,0
396,397,7200,1972,1972,60.0,AllPub,5,5,TA,TA,9,2009,0
397,398,7590,1962,1962,69.0,AllPub,5,5,TA,TA,7,2007,0
398,399,8967,1920,1950,60.0,AllPub,5,2,TA,Fa,11,2007,0
399,400,8125,2006,2007,65.0,AllPub,7,5,Gd,TA,10,2009,0
400,401,14963,1996,1996,38.0,AllPub,8,5,Gd,TA,12,2008,0
401,402,8767,2005,2005,65.0,AllPub,7,5,Gd,TA,7,2006,0
402,403,10200,1940,1997,60.0,AllPub,5,8,TA,TA,8,2008,0
403,404,12090,1998,1998,93.0,AllPub,8,5,Gd,TA,7,2006,0
404,405,10364,1995,1996,,AllPub,6,5,TA,TA,5,2007,0
405,406,9991,1976,1993,,AllPub,4,4,TA,TA,6,2009,0
406,407,10480,1936,1950,51.0,AllPub,6,5,TA,TA,3,2008,0
407,408,15576,1915,1976,63.0,AllPub,6,7,TA,TA,3,2008,0
408,409,14154,2006,2006,109.0,AllPub,7,5,Gd,TA,8,2007,0
409,410,10800,2007,2008,85.0,AllPub,8,5,Gd,TA,4,2008,0
410,411,9571,1958,1958,68.0,AllPub,5,3,TA,Fa,6,2009,0
411,412,34650,1955,1955,100.0,AllPub,5,5,TA,TA,1,2006,0
412,413,4403,2009,2009,,AllPub,7,5,Ex,TA,6,2010,0
413,414,8960,1927,1950,56.0,AllPub,5,6,TA,TA,3,2010,0
414,415,11228,1993,1993,59.0,AllPub,7,5,Gd,TA,12,2008,0
415,416,8899,2007,2007,73.0,AllPub,7,5,Gd,TA,8,2007,0
416,417,7844,1978,1978,74.0,AllPub,6,7,TA,TA,3,2006,0
417,418,22420,1918,1950,86.0,AllPub,6,6,TA,TA,11,2007,0
418,419,8160,1940,1950,60.0,AllPub,5,6,TA,TA,4,2007,0
419,420,8450,1968,1968,65.0,AllPub,5,6,TA,TA,7,2010,0
420,421,7060,1997,1998,78.0,AllPub,7,5,TA,Gd,11,2008,0
421,422,16635,1977,2000,,AllPub,6,7,Gd,TA,6,2009,0
422,423,21750,1954,1954,100.0,AllPub,5,5,TA,TA,2,2008,0
423,424,9200,1998,1998,80.0,AllPub,8,5,Gd,TA,6,2008,0
424,425,9000,1956,1956,72.0,AllPub,6,5,TA,TA,5,2008,0
425,426,3378,1946,1992,60.0,AllPub,7,8,TA,Gd,9,2009,0
426,427,12800,1989,1989,,AllPub,7,5,Gd,TA,8,2009,0
427,428,8593,1957,1957,77.0,AllPub,4,6,TA,TA,7,2008,0
428,429,6762,2007,2007,64.0,AllPub,7,5,Gd,TA,9,2007,0
429,430,11457,1988,1988,130.0,AllPub,6,5,TA,TA,3,2009,0
430,431,1680,1971,1971,21.0,AllPub,6,5,TA,TA,7,2008,0
431,432,5586,1920,1998,60.0,AllPub,6,7,TA,TA,9,2008,0
432,433,1920,1971,1971,24.0,AllPub,5,5,TA,TA,8,2007,0
433,434,10839,1997,1998,100.0,AllPub,6,5,TA,TA,7,2008,0
434,435,1890,1972,1972,21.0,AllPub,4,7,TA,Gd,6,2008,0
435,436,10667,1996,1996,43.0,AllPub,7,6,Gd,TA,4,2009,0
436,437,4400,1920,1950,40.0,AllPub,6,8,TA,TA,10,2006,0
437,438,6000,1926,2004,50.0,AllPub,6,7,Gd,TA,1,2009,0
438,439,4280,1913,2002,40.0,AllPub,5,6,TA,TA,3,2007,0
439,440,12354,1920,2000,67.0,AllPub,6,8,TA,TA,8,2009,800
440,441,15431,2008,2008,105.0,AllPub,10,5,Ex,TA,4,2009,0
441,442,12108,1955,1955,92.0,AllPub,4,4,TA,TA,9,2008,0
442,443,6240,1930,1992,52.0,AllPub,5,7,TA,TA,6,2008,0
443,444,3922,2006,2007,53.0,AllPub,7,5,Gd,TA,6,2007,0
444,445,8750,1994,1995,70.0,AllPub,7,5,Gd,Gd,7,2008,0
445,446,9855,1956,1956,73.0,AllPub,6,5,TA,TA,11,2009,0
446,447,16492,1966,2002,137.0,AllPub,6,6,Gd,TA,6,2010,0
447,448,11214,1998,1999,,AllPub,7,5,Gd,TA,7,2006,0
448,449,8600,1937,1950,50.0,AllPub,6,6,TA,TA,6,2006,0
449,450,6000,1948,2002,50.0,AllPub,3,7,TA,Gd,6,2007,0
450,451,5684,1930,2005,70.0,AllPub,6,8,TA,TA,6,2006,0
451,452,70761,1975,1975,62.0,AllPub,7,5,TA,TA,12,2006,0
452,453,9303,1996,1997,,AllPub,6,5,Gd,TA,7,2007,0
453,454,9000,2008,2008,75.0,AllPub,8,5,Gd,TA,6,2009,0
454,455,9297,1976,1976,63.0,AllPub,5,5,TA,TA,7,2006,0
455,456,9600,1973,1973,80.0,AllPub,7,6,TA,TA,9,2007,0
456,457,4571,1916,1950,34.0,AllPub,5,5,TA,TA,5,2008,0
457,458,53227,1954,1994,,AllPub,4,6,TA,TA,3,2008,0
458,459,5100,1925,1996,,AllPub,8,7,TA,Gd,6,2008,0
459,460,7015,1950,1950,,AllPub,5,4,TA,TA,7,2009,0
460,461,8004,2009,2009,75.0,AllPub,8,5,Gd,TA,12,2009,0
461,462,7200,1936,2007,60.0,AllPub,7,9,Gd,Gd,4,2009,0
462,463,8281,1965,1965,60.0,AllPub,5,5,TA,TA,12,2009,0
463,464,11988,1934,1995,74.0,AllPub,6,7,TA,TA,8,2008,0
464,465,8430,1978,1978,60.0,AllPub,5,5,TA,TA,8,2009,0
465,466,3072,2004,2004,,AllPub,7,5,Gd,TA,5,2006,0
466,467,10628,1970,1970,85.0,AllPub,7,5,TA,Gd,4,2007,0
467,468,9480,1942,1995,79.0,AllPub,5,7,TA,TA,6,2007,0
468,469,11428,2006,2006,98.0,AllPub,8,5,Gd,TA,5,2007,0
469,470,9291,1993,1993,76.0,AllPub,6,5,Gd,TA,6,2008,0
470,471,6820,1985,1985,,AllPub,8,5,Gd,TA,6,2010,0
471,472,11952,1977,1977,92.0,AllPub,7,6,TA,TA,11,2007,0
472,473,3675,2005,2005,35.0,AllPub,6,5,TA,TA,6,2008,0
473,474,14977,2006,2007,110.0,AllPub,8,5,Gd,TA,7,2007,0
474,475,5330,2000,2000,41.0,AllPub,8,5,Gd,TA,8,2007,0
475,476,8480,1963,1963,80.0,AllPub,5,6,TA,TA,7,2007,0
476,477,13125,1997,1998,75.0,AllPub,6,5,TA,TA,4,2008,0
477,478,13693,2006,2006,105.0,AllPub,9,5,Ex,TA,3,2007,0
478,479,10637,2007,2008,79.0,AllPub,8,5,Gd,TA,9,2009,0
479,480,5925,1937,2000,50.0,AllPub,4,7,TA,TA,3,2007,0
480,481,16033,2004,2005,98.0,AllPub,9,5,Gd,TA,3,2006,0
481,482,11846,2003,2004,72.0,AllPub,9,5,Gd,TA,8,2006,0
482,483,2500,1915,2005,50.0,AllPub,7,8,Gd,TA,6,2009,0
483,484,4500,1998,1998,32.0,AllPub,6,5,TA,TA,5,2006,0
484,485,7758,1962,2001,,AllPub,5,7,TA,Gd,3,2007,0
485,486,9600,1950,2007,80.0,AllPub,5,7,Gd,TA,7,2009,0
486,487,10289,1965,1965,79.0,AllPub,5,7,TA,TA,6,2007,0
487,488,12243,1971,1971,70.0,AllPub,5,6,TA,TA,2,2007,0
488,489,10800,1900,1970,60.0,AllPub,5,4,TA,Fa,5,2006,0
489,490,1526,1970,2002,21.0,AllPub,4,8,TA,Gd,5,2009,0
490,491,2665,1976,1976,,AllPub,5,6,TA,TA,6,2008,0
491,492,9490,1941,1950,79.0,AllPub,6,7,TA,TA,8,2006,0
492,493,15578,2006,2006,105.0,AllPub,6,5,Gd,TA,5,2006,0
493,494,7931,1960,1960,70.0,AllPub,5,6,TA,TA,6,2008,0
494,495,5784,1938,1996,50.0,AllPub,5,8,TA,TA,12,2009,0
495,496,7879,1920,1950,60.0,AllPub,4,5,TA,TA,11,2009,0
496,497,12692,1992,1993,,AllPub,8,5,Gd,TA,5,2007,0
497,498,9120,1925,1950,60.0,AllPub,7,6,TA,Gd,6,2008,0
498,499,7800,1967,2004,65.0,AllPub,5,7,TA,TA,6,2009,0
499,500,7535,1958,1985,70.0,AllPub,5,7,TA,TA,6,2007,480
500,501,1890,1973,1973,21.0,AllPub,6,5,TA,TA,5,2007,0
501,502,9803,2005,2005,75.0,AllPub,7,5,Gd,TA,2,2008,0
502,503,9170,1965,1965,70.0,AllPub,5,7,TA,TA,4,2007,400
503,504,15602,1959,1997,100.0,AllPub,7,8,TA,TA,3,2010,0
504,505,2308,1974,1974,24.0,AllPub,6,5,TA,TA,6,2009,0
505,506,7596,1952,1952,60.0,AllPub,5,5,TA,TA,7,2009,0
506,507,9554,1993,1994,80.0,AllPub,8,5,Gd,TA,9,2006,0
507,508,7862,2009,2009,75.0,AllPub,6,5,Gd,TA,9,2009,0
508,509,9600,1928,2005,60.0,AllPub,7,9,TA,Ex,10,2008,0
509,510,9600,1959,1959,80.0,AllPub,5,6,TA,TA,7,2009,0
510,511,14559,1951,2000,75.0,AllPub,5,7,Gd,TA,6,2009,2000
511,512,6792,2005,2006,40.0,AllPub,7,5,Gd,TA,3,2006,0
512,513,9100,1958,1958,70.0,AllPub,5,5,TA,TA,7,2006,0
513,514,9187,1983,1983,71.0,AllPub,6,5,TA,Gd,6,2007,0
514,515,10594,1926,1950,55.0,AllPub,5,5,TA,TA,6,2007,0
515,516,12220,2009,2009,94.0,AllPub,10,5,Ex,TA,9,2009,0
516,517,10448,1972,1972,,AllPub,6,6,TA,TA,8,2009,0
517,518,10208,1996,1997,79.0,AllPub,7,5,Gd,TA,7,2009,0
518,519,9531,1998,1998,,AllPub,6,5,TA,TA,5,2007,0
519,520,10918,1926,2004,53.0,AllPub,7,9,Gd,TA,6,2009,0
520,521,10800,1900,2000,60.0,AllPub,4,7,TA,TA,8,2008,0
521,522,11988,1957,1957,90.0,AllPub,6,6,TA,TA,5,2007,0
522,523,5000,1947,1950,50.0,AllPub,6,7,TA,Gd,10,2006,0
523,524,40094,2007,2008,130.0,AllPub,10,5,Ex,TA,10,2007,0
524,525,11787,1996,1997,95.0,AllPub,7,5,Gd,TA,8,2007,0
525,526,7500,2005,2005,62.0,AllPub,7,5,Gd,TA,4,2006,0
526,527,13300,1956,2000,70.0,AllPub,5,7,TA,TA,6,2007,0
527,528,14948,2008,2008,67.0,AllPub,9,5,Ex,TA,11,2008,0
528,529,9098,1920,2002,58.0,AllPub,4,7,TA,TA,7,2007,0
529,530,32668,1957,1975,,AllPub,6,3,Gd,TA,3,2007,0
530,531,10200,1988,1989,85.0,AllPub,6,5,Gd,TA,8,2008,0
531,532,6155,1920,1999,60.0,AllPub,6,8,TA,TA,6,2008,0
532,533,7200,1955,2007,60.0,AllPub,5,7,TA,TA,4,2010,0
533,534,5000,1946,1950,50.0,AllPub,1,3,Fa,Fa,1,2007,0
534,535,9056,2004,2004,74.0,AllPub,8,5,Gd,TA,10,2006,0
535,536,7000,1910,1991,70.0,AllPub,5,7,TA,TA,1,2008,0
536,537,8924,1998,1999,57.0,AllPub,7,5,TA,TA,7,2008,0
537,538,12735,1972,1972,,AllPub,4,5,TA,TA,4,2008,0
538,539,11553,1968,1968,,AllPub,5,5,TA,TA,7,2006,0
539,540,11423,2001,2002,,AllPub,8,5,Gd,TA,5,2010,2000
540,541,14601,2006,2006,85.0,AllPub,9,5,Ex,TA,3,2009,0
541,542,11000,2000,2000,,AllPub,8,5,Gd,TA,6,2007,0
542,543,10140,1998,1999,78.0,AllPub,7,5,Gd,TA,6,2009,0
543,544,4058,1998,1998,34.0,AllPub,7,5,TA,TA,6,2007,0
544,545,17104,2006,2006,58.0,AllPub,7,5,Gd,TA,9,2006,0
545,546,13837,1988,1988,,AllPub,7,5,Gd,Gd,2,2006,0
546,547,8737,1923,1950,70.0,AllPub,6,7,TA,TA,5,2007,0
547,548,7244,1970,1970,54.0,AllPub,5,7,TA,Gd,4,2007,0
548,549,8235,1955,1995,49.0,AllPub,5,7,TA,Gd,6,2008,0
549,550,9375,2003,2004,75.0,AllPub,7,5,Gd,TA,11,2009,0
550,551,4043,1977,1977,53.0,AllPub,6,6,TA,TA,10,2008,0
551,552,6000,1957,1957,50.0,AllPub,5,6,TA,TA,6,2008,0
552,553,11146,2006,2006,87.0,AllPub,8,5,Gd,TA,7,2009,0
553,554,8777,1949,2003,67.0,AllPub,4,5,TA,TA,5,2009,0
554,555,10625,2003,2004,85.0,AllPub,7,5,Gd,TA,8,2008,0
555,556,6380,1922,1950,58.0,AllPub,5,6,TA,TA,8,2006,0
556,557,14850,1957,1957,69.0,AllPub,5,5,TA,TA,5,2006,0
557,558,11040,1920,1950,60.0,AllPub,4,6,TA,TA,9,2006,0
558,559,21872,1996,1997,57.0,AllPub,7,5,TA,TA,8,2008,0
559,560,3196,2003,2004,,AllPub,7,5,Gd,TA,10,2006,0
560,561,11341,1957,1996,,AllPub,5,6,TA,TA,5,2010,0
561,562,10010,1974,1975,77.0,AllPub,5,5,TA,TA,4,2006,0
562,563,13907,1940,1969,63.0,AllPub,5,6,TA,TA,7,2008,0
563,564,21780,1918,1950,66.0,AllPub,6,7,TA,TA,7,2008,0
564,565,13346,1992,2000,,AllPub,7,5,Gd,TA,7,2006,0
565,566,6858,1915,1950,66.0,AllPub,6,4,TA,TA,5,2010,0
566,567,11198,2005,2007,77.0,AllPub,9,5,Gd,TA,6,2008,0
567,568,10171,2004,2004,70.0,AllPub,7,5,Gd,TA,3,2010,0
568,569,12327,1983,2009,79.0,AllPub,8,8,Gd,TA,9,2009,0
569,570,7032,1979,1979,,AllPub,5,5,TA,TA,12,2006,0
570,571,13101,1965,1965,74.0,AllPub,5,5,TA,TA,11,2008,0
571,572,7332,1959,1959,60.0,AllPub,6,6,TA,TA,10,2006,0
572,573,13159,2009,2009,83.0,AllPub,7,5,TA,TA,7,2009,0
573,574,9967,2000,2000,76.0,AllPub,7,5,TA,TA,12,2007,0
574,575,10500,1971,2005,70.0,AllPub,5,7,TA,TA,12,2007,0
575,576,8480,1947,1950,80.0,AllPub,5,5,TA,TA,10,2008,0
576,577,6292,1928,1950,52.0,AllPub,7,7,TA,TA,8,2009,0
577,578,11777,1966,1966,96.0,AllPub,5,6,TA,TA,5,2006,0
578,579,3604,2007,2007,34.0,AllPub,7,5,Gd,TA,2,2008,0
579,580,12150,1954,1954,81.0,AllPub,5,5,TA,TA,11,2008,0
580,581,14585,1960,1987,,AllPub,6,6,TA,TA,6,2007,0
581,582,12704,2008,2009,98.0,AllPub,8,5,Ex,TA,8,2009,0
582,583,11841,1990,1990,81.0,AllPub,6,5,TA,Gd,5,2007,0
583,584,13500,1893,2000,75.0,AllPub,10,9,Ex,Ex,7,2008,0
584,585,6120,1935,1995,51.0,AllPub,4,7,TA,TA,7,2009,0
585,586,11443,2005,2006,88.0,AllPub,8,5,Gd,TA,3,2006,0
586,587,10267,1918,2000,55.0,AllPub,6,7,TA,Gd,5,2008,0
587,588,8740,1982,1982,74.0,AllPub,5,6,TA,TA,7,2009,0
588,589,25095,1968,2003,65.0,AllPub,5,8,TA,TA,6,2009,0
589,590,9100,1930,1960,50.0,AllPub,5,6,TA,TA,8,2008,600
590,591,8320,2004,2004,64.0,AllPub,7,5,Gd,TA,9,2008,0
591,592,13478,2008,2008,97.0,AllPub,10,5,Ex,TA,6,2009,0
592,593,6600,1982,2003,60.0,AllPub,5,8,TA,Gd,6,2008,0
593,594,4435,2003,2003,,AllPub,6,5,Gd,TA,5,2009,0
594,595,7990,1975,1975,88.0,AllPub,5,6,TA,TA,4,2008,0
595,596,11302,2005,2006,69.0,AllPub,8,5,Gd,TA,8,2006,0
596,597,3600,1910,1993,60.0,AllPub,6,7,TA,TA,10,2006,0
597,598,3922,2006,2007,53.0,AllPub,7,5,Gd,TA,2,2007,0
598,599,12984,1977,1977,80.0,AllPub,5,6,TA,TA,3,2006,0
599,600,1950,1980,1980,24.0,AllPub,6,6,TA,Gd,7,2008,0
600,601,10927,2005,2005,74.0,AllPub,8,5,Gd,TA,6,2006,0
601,602,9000,1937,1950,50.0,AllPub,6,6,TA,Gd,12,2007,0
602,603,10041,1992,1992,80.0,AllPub,8,5,Gd,TA,2,2006,0
603,604,3182,2004,2005,30.0,AllPub,7,5,Gd,TA,6,2010,0
604,605,12803,2002,2002,88.0,AllPub,7,5,Gd,TA,9,2008,0
605,606,13600,1965,1990,85.0,AllPub,7,6,TA,TA,10,2009,0
606,607,12464,1996,1996,82.0,AllPub,5,5,TA,Gd,11,2009,0
607,608,7800,1948,2002,78.0,AllPub,5,8,TA,Gd,8,2006,0
608,609,12168,1934,1998,78.0,AllPub,8,6,TA,TA,9,2007,0
609,610,7943,1961,1961,61.0,AllPub,4,5,TA,Fa,4,2007,0
610,611,11050,2000,2000,,AllPub,9,5,Gd,TA,5,2009,0
611,612,10395,1978,1978,,AllPub,6,6,TA,TA,7,2007,500
612,613,11885,2001,2001,,AllPub,8,5,Gd,TA,11,2009,0
613,614,8402,2007,2007,70.0,AllPub,5,5,TA,TA,12,2007,0
614,615,1491,1972,1972,21.0,AllPub,4,6,TA,TA,5,2010,0
615,616,8800,1963,1963,80.0,AllPub,6,7,TA,Gd,5,2010,0
616,617,7861,2002,2003,,AllPub,6,5,Gd,TA,6,2006,0
617,618,7227,1954,1954,59.0,AllPub,6,6,TA,TA,6,2008,0
618,619,11694,2007,2007,90.0,AllPub,9,5,Ex,TA,7,2007,0
619,620,12244,2003,2003,85.0,AllPub,8,5,Gd,TA,8,2008,0
620,621,8248,1914,1950,45.0,AllPub,3,3,TA,TA,9,2008,0
621,622,10800,1974,1997,90.0,AllPub,6,7,TA,TA,6,2008,0
622,623,7064,1977,1977,71.0,AllPub,5,6,TA,TA,7,2009,0
623,624,2117,2000,2000,,AllPub,6,5,Gd,TA,6,2007,0
624,625,10400,1972,1972,80.0,AllPub,6,5,TA,TA,11,2006,0
625,626,10000,1962,1962,87.0,AllPub,6,6,TA,TA,2,2010,0
626,627,12342,1960,1978,,AllPub,5,5,TA,TA,8,2007,600
627,628,9600,1955,1972,80.0,AllPub,6,6,TA,TA,3,2010,0
628,629,11606,1969,1969,70.0,AllPub,5,5,TA,TA,9,2007,0
629,630,9020,1964,1964,82.0,AllPub,6,5,TA,TA,6,2008,0
630,631,9000,1880,1991,50.0,AllPub,5,6,TA,TA,6,2006,0
631,632,4590,2006,2006,34.0,AllPub,8,5,Gd,TA,8,2007,0
632,633,11900,1977,1977,85.0,AllPub,7,5,TA,Gd,4,2009,0
633,634,9250,1954,2005,80.0,AllPub,5,7,TA,TA,7,2007,0
634,635,6979,1980,1980,64.0,AllPub,6,5,TA,TA,6,2010,600
635,636,10896,1914,1995,60.0,AllPub,6,7,Fa,TA,3,2007,0
636,637,6120,1936,1950,51.0,AllPub,2,3,Fa,Fa,1,2009,0
637,638,6000,1954,1954,50.0,AllPub,5,4,TA,TA,11,2009,0
638,639,8777,1910,1950,67.0,AllPub,5,7,TA,TA,5,2008,0
639,640,3982,2006,2006,53.0,AllPub,8,5,Gd,TA,10,2006,0
640,641,12677,2003,2004,62.0,AllPub,8,5,Ex,TA,4,2008,0
641,642,7050,2001,2001,,AllPub,7,5,Gd,TA,5,2007,0
642,643,13860,1972,1995,75.0,AllPub,8,7,Gd,TA,7,2009,0
643,644,10793,1969,1969,80.0,AllPub,5,5,TA,TA,4,2007,0
644,645,9187,2009,2009,85.0,AllPub,9,5,Ex,TA,10,2009,0
645,646,10530,1971,1971,,AllPub,6,5,TA,TA,3,2007,0
646,647,7200,1950,1950,60.0,AllPub,5,5,TA,TA,7,2008,0
647,648,10452,1953,1953,85.0,AllPub,6,5,TA,TA,6,2008,0
648,649,7700,1966,1966,70.0,AllPub,6,5,TA,TA,6,2010,0
649,650,1936,1970,1970,21.0,AllPub,4,6,TA,TA,12,2007,0
650,651,8125,2007,2007,65.0,AllPub,7,6,Gd,TA,5,2008,0
651,652,9084,1940,1950,60.0,AllPub,4,5,TA,TA,10,2009,0
652,653,8750,1996,1996,70.0,AllPub,7,5,Gd,TA,7,2009,0
653,654,10320,1906,1995,60.0,AllPub,6,7,TA,TA,6,2008,0
654,655,10437,1995,1995,91.0,AllPub,8,6,Gd,Gd,8,2008,0
655,656,1680,1971,1971,21.0,AllPub,6,5,TA,TA,3,2010,0
656,657,10007,1959,2006,72.0,AllPub,5,7,Gd,TA,8,2008,0
657,658,7200,1931,2000,60.0,AllPub,7,6,TA,Fa,2,2008,0
658,659,17503,1948,1950,78.0,AllPub,6,5,TA,TA,1,2010,0
659,660,9937,1964,1999,75.0,AllPub,5,7,TA,Gd,3,2009,0
660,661,12384,1976,1976,,AllPub,7,7,TA,TA,11,2007,0
661,662,46589,1994,2005,52.0,AllPub,8,7,Gd,TA,7,2009,0
662,663,13560,1968,1968,120.0,AllPub,6,3,TA,TA,7,2009,0
663,664,10012,1972,1972,90.0,AllPub,4,5,TA,TA,4,2008,0
664,665,20896,2005,2006,49.0,AllPub,8,5,Gd,TA,1,2006,0
665,666,11194,2000,2000,106.0,AllPub,8,5,Gd,TA,11,2006,0
666,667,18450,1965,1979,,AllPub,6,5,TA,Gd,8,2007,0
667,668,8125,1994,1998,65.0,AllPub,6,5,TA,TA,10,2008,0
668,669,14175,1956,1987,,AllPub,5,6,TA,TA,11,2006,0
669,670,11600,1922,1950,80.0,AllPub,4,5,TA,TA,7,2006,0
670,671,8633,2005,2005,64.0,AllPub,6,5,Gd,TA,2,2009,0
671,672,6629,1925,1950,54.0,AllPub,6,6,TA,Gd,7,2009,0
672,673,11250,1977,1977,,AllPub,6,6,Gd,TA,6,2006,0
673,674,14442,1957,2004,110.0,AllPub,6,7,TA,TA,6,2007,0
674,675,9200,1965,1965,80.0,AllPub,6,6,TA,TA,7,2008,0
675,676,2289,1978,1978,24.0,AllPub,6,6,TA,TA,4,2009,0
676,677,9600,1900,1950,60.0,AllPub,4,2,TA,TA,5,2006,0
677,678,9022,1924,2006,52.0,AllPub,5,8,Gd,TA,5,2009,0
678,679,11844,2008,2008,80.0,AllPub,8,5,Gd,TA,7,2009,0
679,680,9945,1961,1961,,AllPub,5,5,TA,TA,10,2007,0
680,681,8012,1980,1980,50.0,AllPub,6,5,TA,TA,5,2010,0
681,682,4500,1932,2000,55.0,AllPub,5,5,TA,TA,7,2009,0
682,683,2887,1996,1997,,AllPub,6,5,TA,TA,11,2008,0
683,684,11248,2002,2002,90.0,AllPub,9,5,Gd,TA,7,2007,0
684,685,16770,1998,1998,58.0,AllPub,7,5,Gd,TA,6,2010,0
685,686,5062,1984,1984,,AllPub,7,5,Gd,TA,9,2007,0
686,687,10207,2007,2007,84.0,AllPub,7,6,Gd,TA,8,2007,0
687,688,5105,2004,2004,,AllPub,7,5,Gd,TA,3,2007,0
688,689,8089,2007,2007,60.0,AllPub,8,6,Gd,TA,10,2007,0
689,690,7577,2005,2006,61.0,AllPub,6,5,Gd,TA,6,2007,0
690,691,4426,2004,2004,,AllPub,6,5,Gd,TA,5,2008,0
691,692,21535,1994,1995,104.0,AllPub,10,6,Ex,TA,1,2007,0
692,693,26178,1989,1990,42.0,AllPub,7,5,Gd,TA,4,2006,0
693,694,5400,1921,1968,60.0,AllPub,5,6,TA,TA,12,2006,0
694,695,6120,1936,1950,51.0,AllPub,5,6,TA,Fa,4,2009,0
695,696,13811,1987,1987,54.0,AllPub,6,6,TA,TA,7,2006,0
696,697,6000,1921,1950,50.0,AllPub,5,7,TA,TA,6,2006,0
697,698,6420,1952,1952,57.0,AllPub,5,7,TA,TA,9,2006,0
698,699,8450,1965,2009,65.0,AllPub,5,8,TA,Gd,4,2010,0
699,700,4282,2004,2004,59.0,AllPub,7,5,Gd,TA,7,2008,0
700,701,14331,2002,2002,85.0,AllPub,8,5,Gd,TA,5,2006,0
701,702,9600,1969,1969,80.0,AllPub,7,5,TA,TA,7,2006,0
702,703,12438,2006,2006,82.0,AllPub,8,5,Ex,TA,7,2006,0
703,704,7630,1900,1996,76.0,AllPub,5,9,TA,Gd,5,2010,0
704,705,8400,2004,2005,70.0,AllPub,7,5,Gd,TA,5,2010,0
705,706,5600,1930,1950,70.0,AllPub,4,5,Fa,Fa,7,2010,3500
706,707,115149,1971,2002,,AllPub,7,5,TA,TA,6,2007,0
707,708,6240,2006,2006,48.0,AllPub,8,5,Gd,TA,12,2009,0
708,709,9018,2007,2007,65.0,AllPub,7,5,Gd,TA,7,2007,0
709,710,7162,1966,1966,,AllPub,5,7,TA,TA,12,2008,0
710,711,4130,1935,2003,56.0,AllPub,3,6,Gd,TA,7,2008,0
